"symbol","gene_id","log2FoldChange","padj","baseMean","regulacion"
"CDK4","ENSG00000135446.17",1.231,"3.91e-04",768.13,"Up"
"TMPRSS13","ENSG00000137747.16",1.231,"6.36e-03",179.43,"Up"
NA,"ENSG00000280367.1",1.231,"2.18e-02",3.76,"Up"
"DSC2","ENSG00000134755.19",1.23,"2.00e-02",997.88,"Up"
"H2BC11","ENSG00000124635.10",1.23,"4.82e-02",20.88,"Up"
NA,"ENSG00000273759.1",1.23,"4.83e-02",5.2,"Up"
"METTL26","ENSG00000130731.16",1.229,"3.10e-07",124.2,"Up"
"MSI2","ENSG00000153944.12",1.228,"6.49e-08",719.76,"Up"
NA,"ENSG00000285796.2",1.228,"1.25e-03",22.52,"Up"
NA,"ENSG00000256128.8",1.228,"2.46e-02",9.71,"Up"
NA,"ENSG00000256967.2",1.227,"9.64e-06",15.84,"Up"
"MAP1A","ENSG00000166963.13",1.227,"3.25e-04",155.87,"Up"
"RNF43","ENSG00000108375.13",1.227,"2.30e-03",142.09,"Up"
"ADCY1","ENSG00000164742.16",1.227,"8.86e-03",56.96,"Up"
"HCN3","ENSG00000143630.10",1.226,"6.21e-04",32.81,"Up"
"C1QTNF3","ENSG00000082196.21",1.226,"7.48e-04",91.99,"Up"
"SIRPG","ENSG00000089012.14",1.225,"1.78e-02",38.84,"Up"
"PDIA6","ENSG00000143870.13",1.224,"3.69e-06",3336.16,"Up"
"SLX1A-SULT1A3","ENSG00000213599.10",1.224,"3.77e-04",19.32,"Up"
"NPIPB8","ENSG00000255524.8",1.224,"1.59e-03",7.41,"Up"
"MTSS2","ENSG00000132613.16",1.224,"1.91e-03",113.61,"Up"
"MX2","ENSG00000183486.14",1.223,"1.82e-09",525.97,"Up"
"IRS1","ENSG00000169047.6",1.223,"7.34e-04",304.44,"Up"
"HOOK1","ENSG00000134709.13",1.222,"3.12e-06",574.92,"Up"
"NT5DC3","ENSG00000111696.12",1.222,"6.07e-05",141.9,"Up"
"LOC730101","ENSG00000291006.1",1.222,"1.22e-03",71.2,"Up"
"PHKG1","ENSG00000164776.11",1.222,"2.10e-03",7.45,"Up"
"MST1","ENSG00000173531.16",1.221,"7.78e-03",34.69,"Up"
"KCP","ENSG00000135253.16",1.221,"1.61e-02",19.71,"Up"
"NPTXR","ENSG00000221890.7",1.22,"9.11e-04",101.25,"Up"
NA,"ENSG00000244009.1",1.22,"1.46e-02",5.62,"Up"
"GPC6","ENSG00000183098.12",1.219,"2.99e-03",263.22,"Up"
"NME3","ENSG00000103024.8",1.219,"8.75e-03",31.14,"Up"
NA,"ENSG00000295087.1",1.219,"8.99e-03",11.14,"Up"
"MSH5","ENSG00000204410.16",1.218,"7.23e-05",18.59,"Up"
"DVL1","ENSG00000107404.21",1.218,"1.52e-03",133.79,"Up"
NA,"ENSG00000275807.2",1.218,"2.47e-02",4.86,"Up"
"SLC35A2","ENSG00000102100.16",1.217,"7.18e-14",363.61,"Up"
"CUL7","ENSG00000044090.13",1.217,"6.28e-08",364.63,"Up"
"RCCD1","ENSG00000166965.13",1.217,"1.86e-06",93.13,"Up"
"DNA2","ENSG00000138346.16",1.217,"8.92e-05",84.41,"Up"
"HDHD3","ENSG00000119431.10",1.217,"1.73e-04",118.12,"Up"
"COL12A1","ENSG00000111799.22",1.217,"2.79e-02",1855.01,"Up"
"PRKDC","ENSG00000253729.9",1.216,"2.98e-06",1901.87,"Up"
NA,"ENSG00000279407.1",1.216,"2.53e-05",20.68,"Up"
"HOXC4","ENSG00000198353.8",1.216,"3.33e-02",9.4,"Up"
"LRRN2","ENSG00000170382.12",1.215,"6.17e-03",35.66,"Up"
"LOC105374254","ENSG00000286086.2",1.215,"7.82e-03",7.24,"Up"
"EDRF1-DT","ENSG00000224023.11",1.215,"1.72e-02",6.98,"Up"
"MRPL46","ENSG00000259494.2",1.214,"1.44e-07",37.54,"Up"
"SBF2-AS1","ENSG00000246273.10",1.214,"1.57e-04",62.52,"Up"
"BRSK1","ENSG00000160469.17",1.214,"7.46e-03",13.19,"Up"
NA,"ENSG00000307307.1",1.214,"4.55e-02",3,"Up"
"SNHG17","ENSG00000196756.16",1.213,"3.14e-07",149.15,"Up"
"PDGFD","ENSG00000170962.13",1.213,"1.43e-02",173.55,"Up"
"NOXA1","ENSG00000188747.9",1.213,"1.78e-02",17.87,"Up"
"SMOC2","ENSG00000112562.20",1.212,"2.81e-03",255.01,"Up"
"MYCN","ENSG00000134323.13",1.212,"4.60e-02",5.86,"Up"
"DGKA","ENSG00000065357.20",1.209,"9.49e-03",539.61,"Up"
"PCDHB8","ENSG00000120322.5",1.209,"3.36e-02",26.4,"Up"
"EME2","ENSG00000197774.14",1.208,"7.15e-06",80.06,"Up"
"NUMBL","ENSG00000105245.9",1.207,"2.27e-07",92.87,"Up"
NA,"ENSG00000245970.2",1.206,"2.38e-04",23.58,"Up"
"CD248","ENSG00000174807.4",1.206,"2.98e-04",105.44,"Up"
"SLC16A1","ENSG00000155380.13",1.206,"2.76e-02",368.76,"Up"
"FKBP6P2","ENSG00000290834.2",1.206,"3.14e-02",4.7,"Up"
"KRT8P3","ENSG00000254285.3",1.205,"1.66e-08",563.94,"Up"
"FAM24B","ENSG00000213185.7",1.205,"1.22e-04",20.95,"Up"
"PLEKHH3","ENSG00000068137.15",1.205,"4.96e-04",76.03,"Up"
"LRRC45","ENSG00000169683.8",1.205,"5.93e-03",55.86,"Up"
"CTNNB1","ENSG00000168036.19",1.205,"1.88e-02",10209.65,"Up"
"PDE11A","ENSG00000128655.19",1.205,"3.67e-02",5.34,"Up"
"PIM2","ENSG00000102096.10",1.204,"1.41e-05",739.08,"Up"
NA,"ENSG00000307937.1",1.204,"2.63e-02",3.96,"Up"
NA,"ENSG00000231443.2",1.203,"2.34e-03",11.61,"Up"
"TMPO-AS1","ENSG00000257167.4",1.202,"3.51e-05",13.05,"Up"
"CCNI2","ENSG00000205089.8",1.202,"9.25e-03",10.89,"Up"
"RPS10","ENSG00000124614.17",1.201,"4.83e-07",28.1,"Up"
"IRAK1","ENSG00000184216.15",1.201,"1.29e-06",621.04,"Up"
"C2orf15","ENSG00000273045.7",1.201,"1.02e-03",35.82,"Up"
"HSD11B2","ENSG00000176387.7",1.201,"4.16e-03",31.82,"Up"
"STEAP3","ENSG00000115107.20",1.2,"1.85e-04",686.15,"Up"
"CAD","ENSG00000084774.14",1.199,"1.91e-10",405.56,"Up"
"KPNA2","ENSG00000182481.10",1.199,"1.27e-05",769.61,"Up"
"FAM72B","ENSG00000188610.12",1.199,"8.42e-03",27.27,"Up"
NA,"ENSG00000255893.1",1.199,"9.50e-03",6.79,"Up"
"CD164L2","ENSG00000174950.11",1.199,"2.96e-02",18.39,"Up"
"CLDN12","ENSG00000157224.16",1.198,"1.56e-08",950.8,"Up"
"LOC652276","ENSG00000291228.2",1.198,"6.93e-05",39.42,"Up"
"IGF1","ENSG00000017427.17",1.198,"1.27e-03",22.45,"Up"
NA,"ENSG00000205534.6",1.197,"6.34e-03",14.72,"Up"
NA,"ENSG00000291185.2",1.197,"2.29e-02",11.78,"Up"
NA,"ENSG00000229431.2",1.196,"1.56e-04",16.76,"Up"
"CD320","ENSG00000167775.11",1.196,"5.77e-03",84.17,"Up"
"BYSL","ENSG00000112578.11",1.195,"5.71e-09",151.58,"Up"
"DNMT3B","ENSG00000088305.19",1.195,"1.22e-04",35.31,"Up"
NA,"ENSG00000295075.1",1.195,"8.41e-03",22.27,"Up"
"CHRNB1","ENSG00000170175.11",1.194,"7.71e-06",102.19,"Up"
"TNFSF4","ENSG00000117586.12",1.194,"7.24e-04",62.08,"Up"
"MTA1-DT","ENSG00000251602.8",1.194,"5.60e-03",12.92,"Up"
"ZNF587","ENSG00000198466.12",1.193,"3.50e-11",247.28,"Up"
"NT5DC2","ENSG00000168268.11",1.193,"4.76e-07",347.01,"Up"
"KCTD1","ENSG00000134504.14",1.193,"5.40e-03",106.62,"Up"
NA,"ENSG00000251131.4",1.193,"8.96e-03",8.57,"Up"
"CIT","ENSG00000122966.18",1.193,"9.15e-03",398.81,"Up"
"GMPPA","ENSG00000144591.20",1.192,"1.07e-12",391.58,"Up"
"CDCP1","ENSG00000163814.8",1.192,"1.56e-04",808.05,"Up"
"ARFGAP1","ENSG00000101199.13",1.192,"2.91e-04",345.57,"Up"
"PPEF1","ENSG00000086717.19",1.192,"1.25e-02",8.05,"Up"
"LOC101927993","ENSG00000223446.3",1.192,"1.41e-02",7.44,"Up"
"SNAI2","ENSG00000019549.13",1.192,"2.35e-02",178.88,"Up"
"BZW2","ENSG00000136261.16",1.191,"3.38e-06",964.68,"Up"
"KLHL23","ENSG00000213160.10",1.191,"3.80e-03",269.49,"Up"
"INHBB","ENSG00000163083.6",1.19,"5.85e-04",58.76,"Up"
NA,"ENSG00000293957.1",1.19,"2.57e-03",10.85,"Up"
"EFNB3","ENSG00000108947.5",1.19,"2.06e-02",35.69,"Up"
"CAPN5","ENSG00000149260.18",1.189,"1.59e-03",161.66,"Up"
"LOC284798","ENSG00000230725.7",1.189,"2.35e-02",6.82,"Up"
"PKM","ENSG00000067225.21",1.187,"2.55e-08",8258.5,"Up"
"EPS8L1","ENSG00000131037.15",1.187,"1.37e-04",111.07,"Up"
NA,"ENSG00000275180.3",1.187,"2.37e-03",14.27,"Up"
"SHC1","ENSG00000160691.19",1.186,"1.48e-05",1445.82,"Up"
"SLC9A7","ENSG00000065923.10",1.186,"4.15e-05",378.77,"Up"
"AMPH","ENSG00000078053.17",1.186,"3.41e-02",16.04,"Up"
"CCDC120","ENSG00000147144.13",1.185,"6.86e-08",143.32,"Up"
"FRK","ENSG00000111816.8",1.185,"2.26e-06",553.13,"Up"
"LNCOG","ENSG00000257219.7",1.185,"2.12e-02",6.65,"Up"
"PCDHGB4","ENSG00000253953.3",1.185,"2.98e-02",38.82,"Up"
NA,"ENSG00000287543.1",1.184,"1.85e-04",11.54,"Up"
"PRDX2","ENSG00000167815.12",1.184,"3.46e-04",665,"Up"
"ANO8","ENSG00000074855.11",1.184,"1.62e-03",45.63,"Up"
NA,"ENSG00000288983.3",1.183,"2.25e-02",6.11,"Up"
"LYRM4-AS1","ENSG00000272142.5",1.182,"2.25e-05",30.51,"Up"
NA,"ENSG00000268218.1",1.181,"4.44e-03",10.73,"Up"
"BCL9","ENSG00000116128.12",1.18,"3.66e-09",386.81,"Up"
NA,"ENSG00000244932.2",1.18,"2.54e-03",15.16,"Up"
NA,"ENSG00000286545.1",1.18,"2.94e-03",10.74,"Up"
"LINC01503","ENSG00000233901.9",1.18,"4.87e-03",14.42,"Up"
"ZNRD2","ENSG00000173465.8",1.18,"5.40e-03",22.06,"Up"
NA,"ENSG00000296802.1",1.18,"1.66e-02",11.4,"Up"
"RNF139-DT","ENSG00000245149.7",1.179,"2.77e-07",30,"Up"
"WEE1","ENSG00000166483.12",1.179,"4.21e-05",474.87,"Up"
"TNNI1","ENSG00000159173.20",1.179,"7.48e-03",33.95,"Up"
"ALDH1L2","ENSG00000136010.14",1.178,"9.25e-05",207.28,"Up"
"FBXO44","ENSG00000132879.14",1.178,"1.17e-04",129.52,"Up"
"SINHCAF","ENSG00000139146.14",1.178,"5.92e-04",978.82,"Up"
"GCC2-AS1","ENSG00000214184.4",1.177,"2.31e-03",16.92,"Up"
"MIR193BHG","ENSG00000262454.5",1.177,"9.42e-03",21.32,"Up"
"STEAP2","ENSG00000157214.14",1.177,"3.13e-02",438.43,"Up"
"CHKB","ENSG00000100288.20",1.176,"5.45e-04",23.22,"Up"
NA,"ENSG00000303992.1",1.176,"9.66e-03",6.46,"Up"
NA,"ENSG00000306396.1",1.176,"2.72e-02",5.4,"Up"
"ZMIZ2","ENSG00000122515.16",1.175,"4.25e-05",615.51,"Up"
"NOC2L","ENSG00000188976.11",1.174,"7.01e-07",366.34,"Up"
"HSH2D","ENSG00000196684.12",1.174,"1.86e-06",164.92,"Up"
"XRCC3","ENSG00000126215.14",1.174,"4.49e-04",28.43,"Up"
"NAALADL2","ENSG00000177694.16",1.173,"2.60e-04",212.07,"Up"
"COL6A2","ENSG00000142173.17",1.173,"4.78e-04",949.68,"Up"
"SH3GL1","ENSG00000141985.9",1.173,"1.27e-03",193.13,"Up"
"PGBD5","ENSG00000177614.11",1.173,"1.58e-02",58.71,"Up"
"NSUN2","ENSG00000037474.15",1.172,"1.39e-05",1212.86,"Up"
"P3H1","ENSG00000117385.16",1.172,"2.65e-05",433.55,"Up"
"HOOK2","ENSG00000095066.12",1.172,"4.29e-05",223.35,"Up"
"SIDT1","ENSG00000072858.12",1.172,"6.27e-04",186.32,"Up"
"BMP8B","ENSG00000116985.12",1.171,"1.97e-04",66.48,"Up"
"MFSD3","ENSG00000167700.9",1.171,"2.57e-03",24.88,"Up"
"RPL8P3","ENSG00000240950.1",1.17,"2.28e-06",26.97,"Up"
NA,"ENSG00000242622.5",1.17,"1.07e-04",20.93,"Up"
"GXYLT2","ENSG00000172986.13",1.17,"2.52e-04",156.38,"Up"
"DNM1","ENSG00000106976.22",1.17,"3.48e-04",69.85,"Up"
"LPAR2","ENSG00000064547.14",1.17,"3.29e-03",78.22,"Up"
NA,"ENSG00000287998.2",1.17,"2.10e-02",5.66,"Up"
"KIF21A","ENSG00000139116.19",1.169,"4.34e-05",445.9,"Up"
"LRWD1","ENSG00000161036.13",1.169,"7.02e-05",57.54,"Up"
"FBXO41","ENSG00000163013.12",1.169,"1.07e-03",136.62,"Up"
NA,"ENSG00000224093.8",1.169,"3.76e-02",19.06,"Up"
"PARP1P1","ENSG00000227105.1",1.168,"2.94e-02",5.27,"Up"
"GGCT","ENSG00000006625.18",1.167,"6.60e-10",293.98,"Up"
"MEX3D","ENSG00000181588.17",1.167,"1.43e-05",137.46,"Up"
"KCNJ14","ENSG00000182324.7",1.167,"2.14e-02",6.74,"Up"
"CMBL","ENSG00000164237.9",1.166,"3.77e-02",367.29,"Up"
NA,"ENSG00000213430.6",1.165,"1.09e-06",554.07,"Up"
NA,"ENSG00000249042.7",1.165,"6.29e-04",23.04,"Up"
"CDK11A","ENSG00000008128.23",1.165,"8.71e-04",37.74,"Up"
NA,"ENSG00000234678.3",1.165,"1.85e-03",69.58,"Up"
"TNFRSF4","ENSG00000186827.12",1.165,"4.45e-02",5.46,"Up"
"BCORL1","ENSG00000085185.16",1.164,"1.09e-05",174.64,"Up"
NA,"ENSG00000224985.2",1.164,"1.86e-02",9.81,"Up"
"C1orf35","ENSG00000143793.13",1.163,"4.75e-05",70.22,"Up"
"FBXO16","ENSG00000214050.8",1.163,"8.17e-05",21.87,"Up"
"TLCD1","ENSG00000160606.11",1.163,"8.60e-05",104.61,"Up"
"DHPS","ENSG00000095059.17",1.161,"6.77e-04",38.59,"Up"
"NANOS1","ENSG00000188613.7",1.16,"1.02e-03",25.7,"Up"
"MIB2","ENSG00000197530.13",1.159,"3.05e-03",55.84,"Up"
"JAG2","ENSG00000184916.9",1.158,"2.23e-05",79.02,"Up"
"MCRIP2","ENSG00000172366.20",1.158,"5.03e-04",45.2,"Up"
"BCL9L","ENSG00000186174.13",1.158,"6.57e-04",332.77,"Up"
NA,"ENSG00000291208.2",1.158,"4.68e-03",27.48,"Up"
"MIR3685","ENSG00000265917.1",1.158,"8.64e-03",9.36,"Up"
"PCSK6","ENSG00000140479.18",1.157,"6.26e-03",127.86,"Up"
"POLD2","ENSG00000106628.13",1.156,"3.10e-08",434.85,"Up"
"NOP2","ENSG00000111641.13",1.156,"3.07e-06",18.76,"Up"
"ZNF496-DT","ENSG00000289234.3",1.156,"3.04e-05",65.86,"Up"
"SPINT1","ENSG00000166145.15",1.156,"5.33e-05",1396.54,"Up"
"GGT5","ENSG00000099998.19",1.156,"1.02e-02",130.84,"Up"
"ERC2","ENSG00000187672.15",1.156,"1.94e-02",13.94,"Up"
"NSUN5P2","ENSG00000290831.2",1.154,"3.37e-03",59.04,"Up"
NA,"ENSG00000213574.2",1.154,"1.76e-02",11.68,"Up"
NA,"ENSG00000231464.1",1.154,"3.81e-02",3.29,"Up"
"MORC2","ENSG00000133422.14",1.153,"8.56e-20",465.7,"Up"
"AP1S3","ENSG00000152056.18",1.153,"1.83e-03",144.56,"Up"
"MBD6","ENSG00000166987.15",1.153,"1.54e-02",441.22,"Up"
"FASTK","ENSG00000164896.21",1.152,"9.11e-04",228.32,"Up"
"ZBTB12","ENSG00000204366.4",1.152,"3.03e-03",14.67,"Up"
"PCDHB9","ENSG00000177839.7",1.152,"1.14e-02",23.61,"Up"
NA,"ENSG00000303541.1",1.152,"2.58e-02",4.9,"Up"
"BRCA1","ENSG00000012048.26",1.15,"3.41e-04",196.37,"Up"
NA,"ENSG00000271959.2",1.15,"4.19e-02",6.89,"Up"
"SPINT2","ENSG00000167642.13",1.148,"6.91e-05",799.35,"Up"
"ROR2","ENSG00000169071.15",1.148,"3.27e-03",57.77,"Up"
"LDAF1","ENSG00000011638.11",1.147,"7.44e-09",529.95,"Up"
"CIB2","ENSG00000136425.14",1.147,"3.69e-02",27.89,"Up"
"MCTS2","ENSG00000101898.8",1.146,"4.90e-06",48.61,"Up"
"LAX1","ENSG00000122188.14",1.146,"4.80e-03",173.48,"Up"
"RASGEF1A","ENSG00000198915.12",1.146,"6.33e-03",79.71,"Up"
"TRABD","ENSG00000170638.10",1.145,"9.98e-04",69.85,"Up"
"MTBP","ENSG00000172167.8",1.144,"5.95e-05",73.48,"Up"
"B3GAT3","ENSG00000149541.10",1.144,"1.66e-04",122.34,"Up"
"SLC52A3","ENSG00000101276.18",1.144,"5.91e-04",66.53,"Up"
"TMEM269","ENSG00000274386.6",1.144,"1.93e-02",4.73,"Up"
"SNORD101","ENSG00000206754.1",1.144,"1.96e-02",4.82,"Up"
"SH3D21","ENSG00000214193.11",1.142,"1.61e-03",177.2,"Up"
"KIF3C","ENSG00000084731.15",1.142,"2.07e-03",98.76,"Up"
"CCDC74A","ENSG00000163040.15",1.142,"1.04e-02",25.35,"Up"
"MYBBP1A","ENSG00000132382.15",1.14,"2.14e-06",274.56,"Up"
"XPOTP1","ENSG00000214185.3",1.14,"3.78e-03",105.29,"Up"
"PRDM4-AS1","ENSG00000258136.2",1.14,"1.02e-02",5.31,"Up"
"RND2","ENSG00000108830.11",1.14,"2.72e-02",18.12,"Up"
"ALG3","ENSG00000214160.10",1.139,"2.68e-05",286.77,"Up"
"TUBB2A","ENSG00000137267.7",1.139,"2.97e-03",53.5,"Up"
"HIP1R","ENSG00000130787.14",1.138,"3.15e-06",193.95,"Up"
"AQP11","ENSG00000178301.4",1.138,"6.26e-04",10.33,"Up"
"HGH1","ENSG00000235173.7",1.138,"1.48e-03",119.13,"Up"
NA,"ENSG00000276248.1",1.138,"3.21e-03",7.6,"Up"
"KRT18P39","ENSG00000224791.1",1.138,"4.66e-03",9.74,"Up"
NA,"ENSG00000233058.4",1.138,"1.63e-02",21.35,"Up"
"PRTFDC1","ENSG00000099256.19",1.137,"1.87e-03",99.14,"Up"
NA,"ENSG00000257221.5",1.137,"4.75e-03",14.54,"Up"
"AP1G2","ENSG00000213983.12",1.136,"2.48e-04",457.04,"Up"
"ARHGAP33","ENSG00000004777.19",1.136,"2.45e-02",33.56,"Up"
"FABP6","ENSG00000170231.16",1.136,"4.50e-02",27.27,"Up"
"SOX4","ENSG00000124766.7",1.135,"1.79e-13",1607.47,"Up"
NA,"ENSG00000227001.3",1.135,"1.11e-02",14.01,"Up"
"DONSON","ENSG00000159147.18",1.134,"1.14e-13",134.99,"Up"
"SLC25A37","ENSG00000147454.14",1.134,"4.96e-04",942.6,"Up"
"LACTB2-AS1","ENSG00000246366.8",1.134,"3.72e-02",5.5,"Up"
"SKP2","ENSG00000145604.17",1.133,"3.01e-04",320.17,"Up"
"SLC26A6","ENSG00000225697.13",1.133,"6.41e-04",183.87,"Up"
"PSRC1","ENSG00000134222.16",1.133,"1.27e-02",47.51,"Up"
NA,"ENSG00000282221.2",1.133,"2.08e-02",32.15,"Up"
"MANF","ENSG00000145050.19",1.132,"2.05e-08",551.04,"Up"
NA,"ENSG00000290947.1",1.132,"1.29e-03",70.67,"Up"
"TSHZ2","ENSG00000182463.17",1.132,"3.50e-03",115.9,"Up"
NA,"ENSG00000273599.1",1.132,"4.57e-03",16.35,"Up"
NA,"ENSG00000228748.3",1.131,"1.33e-02",7.1,"Up"
"DROSHA","ENSG00000113360.17",1.13,"9.43e-09",830.78,"Up"
"CBX4","ENSG00000141582.15",1.13,"8.07e-05",105.77,"Up"
"ZFP41","ENSG00000181638.20",1.129,"3.38e-04",43.39,"Up"
"IGHV3-72","ENSG00000225698.4",1.129,"4.75e-02",172.51,"Up"
"MRGBP","ENSG00000101189.7",1.128,"2.51e-08",128.91,"Up"
"FBXW4P1","ENSG00000230701.2",1.128,"1.93e-03",9.79,"Up"
"RBM14-RBM4","ENSG00000248643.5",1.127,"5.96e-03",8.84,"Up"
"ADAM15","ENSG00000143537.14",1.126,"6.40e-04",1088.47,"Up"
"DYRK2","ENSG00000127334.11",1.126,"3.79e-03",726.41,"Up"
NA,"ENSG00000111788.10",1.126,"7.23e-03",22.35,"Up"
NA,"ENSG00000292277.1",1.126,"2.82e-02",11.03,"Up"
"ALDH1A3","ENSG00000184254.18",1.126,"3.05e-02",247.08,"Up"
"ATPSCKMT","ENSG00000150756.14",1.125,"5.32e-09",211.59,"Up"
"TFAP4","ENSG00000090447.12",1.125,"2.32e-07",47.51,"Up"
"NOC4L","ENSG00000184967.7",1.125,"1.25e-04",33.71,"Up"
"NUDT8","ENSG00000167799.10",1.125,"2.15e-02",11.26,"Up"
NA,"ENSG00000284707.3",1.125,"3.08e-02",32.87,"Up"
"BMP1","ENSG00000168487.20",1.124,"6.05e-05",359.13,"Up"
"ZNF408","ENSG00000175213.3",1.124,"2.76e-04",50.63,"Up"
NA,"ENSG00000289177.3",1.123,"4.43e-04",36.59,"Up"
"POMK","ENSG00000185900.11",1.122,"1.98e-03",396.8,"Up"
"TNFRSF9","ENSG00000049249.10",1.122,"2.04e-03",67.5,"Up"
NA,"ENSG00000271119.2",1.122,"6.14e-03",9.68,"Up"
NA,"ENSG00000271966.2",1.122,"2.64e-02",4.2,"Up"
"CENPW","ENSG00000203760.9",1.122,"4.39e-02",53.06,"Up"
NA,"ENSG00000257576.1",1.121,"1.37e-06",210.67,"Up"
"CPT1B","ENSG00000205560.14",1.121,"4.27e-03",11.11,"Up"
"NAPRT","ENSG00000147813.16",1.121,"1.32e-02",73.37,"Up"
"FBXO43","ENSG00000156509.14",1.121,"4.68e-02",7.03,"Up"
NA,"ENSG00000291176.2",1.12,"1.80e-05",34.46,"Up"
"SLC16A14","ENSG00000163053.11",1.12,"2.31e-04",115.26,"Up"
"LRCH4","ENSG00000077454.17",1.12,"1.12e-02",106.58,"Up"
"CALU","ENSG00000128595.17",1.119,"5.46e-07",4158.73,"Up"
"VARS2","ENSG00000137411.19",1.119,"8.09e-03",6.69,"Up"
NA,"ENSG00000267681.1",1.119,"2.93e-02",4.05,"Up"
"P4HA1","ENSG00000122884.13",1.118,"5.60e-05",1540.92,"Up"
NA,"ENSG00000245156.1",1.118,"3.63e-04",9.47,"Up"
"XPOT","ENSG00000184575.12",1.118,"1.66e-03",1333.71,"Up"
"CCHCR1","ENSG00000204536.15",1.117,"7.76e-06",113.1,"Up"
"NSUN5","ENSG00000130305.17",1.117,"4.44e-05",109.67,"Up"
"CTSA","ENSG00000064601.21",1.117,"1.82e-03",2655.99,"Up"
"ECE1","ENSG00000117298.16",1.116,"1.72e-03",1976.43,"Up"
"PITX1-AS1","ENSG00000224186.8",1.116,"3.50e-03",12.87,"Up"
"PHLDA1","ENSG00000139289.15",1.116,"4.75e-02",1094.67,"Up"
"ARHGAP11B","ENSG00000285077.4",1.116,"4.78e-02",8.13,"Up"
"CRACD","ENSG00000109265.15",1.115,"7.29e-05",62.76,"Up"
"H4C16","ENSG00000197837.4",1.114,"4.60e-03",16.91,"Up"
"CCT2","ENSG00000166226.13",1.114,"2.28e-02",2115.48,"Up"
"TMED7-TICAM2","ENSG00000251201.8",1.113,"2.05e-02",5.34,"Up"
"PIP5KL1","ENSG00000167103.12",1.113,"2.92e-02",23.55,"Up"
"DGCR6","ENSG00000183628.14",1.113,"3.99e-02",26.01,"Up"
"MAP1B","ENSG00000131711.15",1.112,"1.56e-02",463.9,"Up"
"ERBB2","ENSG00000141736.14",1.111,"1.29e-03",1426.14,"Up"
"TMED3","ENSG00000166557.14",1.11,"9.82e-05",718.27,"Up"
"NUDT16-DT","ENSG00000250608.3",1.11,"2.25e-04",30.78,"Up"
"HELZ2","ENSG00000130589.16",1.11,"1.31e-03",161.13,"Up"
"NKILA","ENSG00000278709.2",1.11,"1.61e-03",21.45,"Up"
"LIPE-AS1","ENSG00000213904.12",1.11,"4.36e-03",10.12,"Up"
"FAM86EP","ENSG00000290374.2",1.11,"1.21e-02",11.3,"Up"
NA,"ENSG00000273305.1",1.11,"2.70e-02",13.68,"Up"
"TSKU","ENSG00000182704.8",1.109,"8.90e-05",236.57,"Up"
"RHOT2","ENSG00000140983.15",1.109,"1.96e-04",194.54,"Up"
"DTX2P1-UPK3BP1-PMS2P11","ENSG00000265479.8",1.109,"5.37e-04",32.02,"Up"
"ANKRD35","ENSG00000198483.13",1.109,"3.66e-02",21.05,"Up"
"KCTD13","ENSG00000174943.11",1.108,"1.22e-08",107.86,"Up"
"FAM241B","ENSG00000171224.9",1.108,"7.11e-06",56.07,"Up"
NA,"ENSG00000254331.1",1.108,"1.23e-02",9.61,"Up"
"ALYREF","ENSG00000183684.8",1.107,"2.02e-04",240.95,"Up"
NA,"ENSG00000225356.3",1.107,"3.05e-04",114.16,"Up"
"CSNK1E","ENSG00000213923.13",1.106,"8.29e-12",529.24,"Up"
"HEATR1","ENSG00000119285.11",1.106,"2.09e-08",679.58,"Up"
"SLC12A7","ENSG00000113504.21",1.106,"3.16e-06",509.11,"Up"
"ARL4C","ENSG00000188042.8",1.105,"2.28e-04",989.09,"Up"
"DUS3L","ENSG00000141994.16",1.105,"7.49e-03",45.46,"Up"
"RAVER1","ENSG00000161847.15",1.105,"8.01e-03",32.76,"Up"
"SLC44A4","ENSG00000204385.13",1.105,"1.91e-02",873.83,"Up"
"KIF22","ENSG00000079616.14",1.104,"3.56e-05",260.19,"Up"
"E2F2","ENSG00000007968.7",1.104,"1.68e-02",49.54,"Up"
"CCNE2","ENSG00000175305.18",1.103,"7.28e-06",49.17,"Up"
"STK36","ENSG00000163482.12",1.103,"1.18e-05",350.55,"Up"
"FAM13A","ENSG00000138640.15",1.103,"2.79e-04",740.19,"Up"
"LOC124904535","ENSG00000269934.3",1.102,"1.50e-03",19.69,"Up"
"HPN-AS1","ENSG00000227392.4",1.102,"3.38e-03",11.29,"Up"
"ANKRD39","ENSG00000213337.9",1.101,"3.39e-06",40.51,"Up"
"CYP46A1","ENSG00000036530.9",1.101,"7.51e-05",11.98,"Up"
"FAAP100","ENSG00000185504.17",1.101,"1.21e-03",112.07,"Up"
"OLFM2","ENSG00000105088.9",1.101,"1.88e-03",58.62,"Up"
NA,"ENSG00000186704.9",1.101,"1.15e-02",13.38,"Up"
"VARS1","ENSG00000204394.13",1.1,"8.06e-08",473.02,"Up"
"FAXC","ENSG00000146267.12",1.1,"1.26e-02",105.01,"Up"
"UBFD1","ENSG00000103353.16",1.099,"9.98e-17",837.95,"Up"
"E4F1","ENSG00000167967.16",1.099,"4.02e-04",57.68,"Up"
NA,"ENSG00000267742.1",1.099,"3.42e-03",99.4,"Up"
"LINC00624","ENSG00000278811.5",1.098,"2.00e-04",13.65,"Up"
"ARHGEF2-AS2","ENSG00000273002.2",1.098,"5.39e-03",13.39,"Up"
"MRO","ENSG00000134042.14",1.097,"5.41e-03",12.74,"Up"
